x (m),Qdot (J/m3 s),N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,CO,CO2,HCO,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,H2O2,C2H2,C2H3,CH2CHO,CH2CO,CH2OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O
0.0049,1.46227e-27,0,0,0,1.9863e-75,0,7.10435e-70,-4.72056e-97,-2.82862e-69,1.39143e-34,8.60839e-58,7.48875e-126,1.31523e-195,4.89012e-120,2.99167e-45,-2.58635e-112,7.83107e-58,6.32807e-277,4.93274e-114,2.16676e-34,4.28347e-101,5.01267e-98,1.49159e-87,7.08143e-64,-2.62865e-175,1.24169e-105,8.27523e-122,4.54025e-139,6.17527e-45,8.82506e-73,1.4735e-140,0,6.85027e-66,9.51083e-64,3.89103e-66
0.005,1.46227e-27,0,0,0,5.15746e-75,0,1.84466e-69,-3.18257e-96,-7.34457e-69,1.39143e-34,2.23519e-57,4.74334e-125,2.17369e-194,2.85712e-119,2.99167e-45,-6.71553e-112,2.03336e-57,2.87633e-275,1.2808e-113,2.16676e-34,1.11221e-100,5.01265e-98,1.49159e-87,1.83871e-63,-1.77221e-174,3.22407e-105,5.5791e-121,3.061e-138,6.17527e-45,2.29145e-72,9.93425e-140,0,1.77869e-65,2.46951e-63,1.01031e-65
0.0051,1.46227e-27,0,0,0,1.3297e-74,0,4.75588e-69,-7.53293e-96,-4.91607e-69,1.39143e-34,5.76273e-57,3.07505e-124,3.64054e-193,1.78706e-118,2.99167e-45,-5.70437e-112,5.24236e-57,1.62871e-274,3.30213e-113,2.16676e-34,2.86749e-100,5.01265e-98,1.49159e-87,4.74053e-63,-3.78241e-174,8.31223e-105,3.70845e-120,2.03466e-137,6.17527e-45,5.90778e-72,6.60341e-139,0,4.58578e-65,6.36715e-63,2.60478e-65
0.0052,1.46227e-27,0,0,0,3.40494e-74,0,1.21729e-68,1.10103e-95,2.44899e-69,1.39143e-34,1.47499e-56,1.99483e-123,6.04964e-192,1.14242e-117,2.99167e-45,1.91714e-113,1.3418e-56,4.40857e-272,8.4519e-113,2.16676e-34,7.33945e-100,5.01269e-98,1.49159e-87,1.21336e-62,1.29943e-174,2.12754e-104,2.42945e-119,1.33289e-136,6.17527e-45,1.51392e-71,4.33453e-138,0,1.17375e-64,1.62973e-62,6.66974e-65
0.0053,1.46227e-27,0,0,0,8.64526e-74,0,3.09263e-68,-1.66391e-94,-3.32574e-68,1.39143e-34,3.74736e-56,1.2826e-122,9.88523e-191,7.30239e-117,2.99167e-45,-2.55043e-111,3.40898e-56,1.16285e-271,2.14728e-112,2.16676e-34,1.86466e-99,5.01254e-98,1.49159e-87,3.08265e-62,-1.06593e-172,5.40521e-104,1.56811e-118,8.60323e-136,6.17527e-45,3.83989e-71,2.79016e-137,0,2.98202e-64,4.14042e-62,1.69355e-64
0.0054,1.46227e-27,0,0,0,2.18062e-73,0,7.79762e-68,3.54511e-94,3.99887e-72,1.39143e-34,9.44843e-56,8.14149e-122,1.58228e-189,4.6246e-116,2.99167e-45,5.26754e-114,8.59526e-56,1.10977e-271,5.41406e-112,2.16676e-34,4.70147e-99,5.01269e-98,1.49159e-87,7.77246e-62,4.0172e-173,1.36284e-103,9.9688e-118,5.46919e-135,6.17527e-45,9.69199e-71,1.77685e-136,0,7.52022e-64,1.04396e-61,4.27157e-64
0.0055,1.46227e-27,0,0,0,5.45562e-73,0,1.95083e-67,1.1699e-94,-4.84421e-68,1.39143e-34,2.36383e-55,5.0929e-121,2.47644e-188,2.89024e-115,2.99167e-45,-4.1293e-111,2.15038e-55,1.00481e-269,1.35451e-111,2.16676e-34,1.17622e-98,5.01245e-98,1.49159e-87,1.94453e-61,-8.85921e-172,3.4096e-103,6.23965e-117,3.42331e-134,6.17527e-45,2.42493e-70,1.11225e-135,0,1.88143e-63,2.6118e-61,1.06869e-63
0.0056,1.46227e-27,0,0,0,1.35407e-72,0,4.84197e-67,1.18954e-92,-1.6451e-68,1.39143e-34,5.86704e-55,3.13665e-120,3.78561e-187,1.7794e-114,2.99167e-45,-1.28877e-111,5.33726e-55,1.91628e-269,3.36188e-111,2.16676e-34,2.9194e-98,5.01261e-98,1.49159e-87,4.82634e-61,6.36611e-172,8.46264e-103,3.84381e-116,2.10884e-133,6.17527e-45,6.01883e-70,6.85179e-135,0,4.66971e-63,6.48253e-61,2.65245e-63
0.0057,1.46227e-27,0,0,0,1.12488e-68,0,1.19194e-66,1.20818e-88,5.23244e-67,1.39143e-34,1.44441e-54,1.90085e-119,5.64791e-186,1.07815e-113,2.99167e-45,3.13206e-109,1.31398e-54,1.02069e-259,8.27745e-111,2.16676e-34,7.18727e-98,5.03215e-98,1.49159e-87,1.1882e-60,1.62728e-167,2.0834e-102,2.32955e-115,1.27796e-132,6.17527e-45,1.48147e-69,4.15391e-134,0,1.1498e-62,1.59595e-60,6.52917e-63
0.0058,1.46227e-27,0,0,0,8.13901e-72,0,2.91041e-66,4.61376e-91,-4.71531e-68,1.39143e-34,3.52656e-54,1.13319e-118,8.22068e-185,6.42673e-113,2.99167e-45,-4.27184e-111,3.20812e-54,8.61609e-266,2.02076e-110,2.16676e-34,1.75479e-97,5.01244e-98,1.49159e-87,2.90101e-60,4.04327e-170,5.08672e-102,1.38875e-114,7.61914e-132,6.17527e-45,3.61962e-69,2.47657e-133,0,2.80686e-62,3.89651e-60,1.59433e-62
0.0059,1.46227e-27,0,0,0,1.97035e-71,0,7.04571e-66,2.89685e-90,1.25772e-69,1.39143e-34,8.53733e-54,6.64196e-118,1.16645e-183,3.7663e-112,2.99167e-45,4.72467e-112,7.76643e-54,7.48093e-264,4.89199e-110,2.16676e-34,4.24811e-97,5.01271e-98,1.49159e-87,7.02297e-60,3.27945e-169,1.23143e-101,8.13894e-114,4.46527e-131,6.17527e-45,8.77029e-69,1.45249e-132,0,6.79506e-62,9.43294e-60,3.85967e-62
0.006,1.46227e-27,0,0,0,4.72873e-71,0,1.69093e-65,1.66708e-89,8.67164e-70,1.39143e-34,2.04891e-53,3.82676e-117,1.61284e-182,2.16925e-111,2.99167e-45,1.14228e-111,1.8639e-53,2.45407e-262,1.17405e-109,2.16676e-34,1.01952e-96,5.01275e-98,1.49159e-87,1.68548e-59,1.88908e-168,2.95536e-101,4.68781e-113,2.57188e-130,6.17527e-45,2.1092e-68,8.38067e-132,0,1.63078e-61,2.26386e-59,9.26299e-62
0.0061,1.46227e-27,0,0,0,1.12485e-70,0,4.02232e-65,9.4357e-89,3.98589e-69,1.39143e-34,4.87387e-53,2.16696e-116,2.17237e-181,1.22746e-110,2.99167e-45,2.93631e-111,4.43377e-53,7.92925e-261,2.79278e-109,2.16676e-34,2.4252e-96,5.01286e-98,1.49159e-87,4.00934e-59,1.07019e-167,7.03008e-101,2.6526e-112,1.4553e-129,6.17527e-45,5.04191e-68,4.76184e-131,0,3.87922e-61,5.38517e-59,2.20344e-61
0.0062,1.46227e-27,0,0,0,2.65163e-70,0,9.48186e-65,5.24591e-88,2.58289e-68,1.39143e-34,1.14892e-52,1.20623e-115,2.85014e-180,6.8209e-110,2.99167e-45,8.22448e-111,1.04518e-52,2.5129e-259,6.58346e-109,2.16676e-34,5.71696e-96,5.01316e-98,1.49159e-87,9.45126e-59,5.95908e-167,1.65721e-100,1.47403e-111,8.08697e-129,6.17527e-45,1.20213e-67,2.67169e-130,0,9.14454e-61,1.26945e-58,5.1942e-61
0.0063,1.46227e-27,0,0,0,6.19317e-70,0,2.21459e-64,2.86049e-87,2.80447e-68,1.39143e-34,2.68344e-52,6.60632e-115,3.64457e-179,3.72085e-109,2.99167e-45,1.65226e-110,2.44113e-52,7.30955e-258,1.53764e-108,2.16676e-34,1.33526e-95,5.01363e-98,1.49159e-87,2.20745e-58,3.24525e-166,3.8706e-100,8.04094e-111,4.41151e-128,6.17527e-45,2.88136e-67,1.48978e-129,0,2.13581e-60,2.96495e-58,1.21316e-60
0.0064,1.46227e-27,0,0,0,1.43289e-69,0,5.12383e-64,1.53114e-86,6.17181e-68,1.39143e-34,6.20857e-52,3.56863e-114,4.55146e-178,1.99178e-108,2.99167e-45,3.80911e-110,5.64795e-52,2.08922e-256,3.55758e-108,2.16676e-34,3.08934e-95,5.01487e-98,1.49159e-87,5.10729e-58,1.73674e-165,8.95526e-100,4.30435e-110,2.3615e-127,6.17527e-45,7.05792e-67,8.37273e-129,0,4.94155e-60,6.85989e-58,2.80685e-60
0.0065,1.46227e-27,0,0,0,3.28343e-69,0,1.17411e-63,8.03753e-86,6.02121e-68,1.39143e-34,1.42268e-51,1.91235e-113,5.57932e-177,1.04585e-107,2.99167e-45,7.93148e-110,1.29421e-51,5.70451e-255,8.15209e-108,2.16676e-34,7.07913e-95,5.01722e-98,1.49159e-87,1.17032e-57,9.10785e-165,2.05207e-99,2.26014e-109,1.23998e-126,6.17527e-45,1.82132e-66,4.87158e-128,0,1.13234e-59,1.57192e-57,6.43182e-60
0.0066,1.46227e-27,0,0,0,7.45022e-69,0,2.6641e-63,4.13815e-85,1.36624e-67,1.39143e-34,3.22811e-51,1.02923e-112,6.78867e-176,5.38461e-107,2.99167e-45,1.79968e-109,2.93662e-51,1.51212e-253,1.84974e-107,2.16676e-34,1.60628e-94,5.02298e-98,1.49159e-87,2.6555e-57,4.68921e-164,4.65623e-99,1.16364e-108,6.3841e-126,6.17527e-45,5.17503e-66,3.05904e-127,0,2.56933e-59,3.56675e-57,1.45941e-59
0.0067,1.46227e-27,0,0,0,1.6736e-68,0,5.98457e-63,2.08816e-84,2.85937e-67,1.39143e-34,7.25154e-51,5.69579e-112,8.37944e-175,2.71718e-106,2.99167e-45,4.02313e-109,6.59674e-51,3.84891e-252,4.1552e-107,2.16676e-34,3.60831e-94,5.03569e-98,1.49159e-87,5.96525e-57,2.36612e-163,1.04596e-98,5.87197e-108,3.22155e-125,6.17526e-45,1.68433e-65,2.16315e-126,0,5.77167e-59,8.01226e-57,3.27837e-59
0.0068,1.46227e-27,0,0,0,3.72122e-68,0,1.33066e-62,1.03238e-83,6.80986e-67,1.39143e-34,1.61237e-50,3.36331e-111,1.08693e-173,1.34334e-105,2.99167e-45,8.98538e-109,1.46677e-50,9.41098e-251,9.23898e-107,2.16676e-34,8.02301e-94,5.06406e-98,1.49159e-87,1.32636e-56,1.16985e-162,2.32568e-98,2.90303e-107,1.59269e-124,6.17526e-45,6.30358e-65,1.7448e-125,0,1.28332e-58,1.78151e-56,7.28941e-59
0.0069,1.46227e-27,0,0,0,8.18806e-68,0,2.92794e-62,4.99839e-83,1.49921e-66,1.39143e-34,3.54779e-50,2.20653e-110,1.5433e-172,6.50396e-105,2.99167e-45,1.97776e-108,3.22744e-50,2.20612e-249,2.0329e-106,2.16676e-34,1.76536e-93,5.12576e-98,1.49159e-87,2.91849e-56,5.66399e-162,5.11737e-98,1.40554e-106,7.71123e-124,6.17524e-45,2.61512e-64,1.55808e-124,0,2.82378e-58,3.91998e-56,1.60394e-58
0.007,1.46227e-27,0,0,0,1.78257e-67,0,6.37425e-62,2.36899e-82,3.26207e-66,1.39143e-34,7.72366e-50,1.63699e-109,2.45026e-171,3.08255e-104,2.99167e-45,4.30532e-108,7.02623e-50,4.95557e-248,4.42562e-106,2.16676e-34,3.84324e-93,5.25884e-98,1.49159e-87,6.35364e-56,2.68445e-161,1.11407e-97,6.66157e-106,3.65474e-123,6.1752e-45,1.14618e-63,1.46789e-123,0,6.14749e-58,8.53393e-56,3.49184e-58
0.0071,1.46227e-27,0,0,0,3.83878e-67,0,1.3727e-61,1.09864e-81,7.03412e-66,1.39143e-34,1.66328e-49,1.34411e-108,4.27497e-170,1.42955e-103,2.99167e-45,9.2725e-108,1.51309e-49,1.06581e-246,9.53016e-106,2.16676e-34,8.27637e-93,5.54283e-98,1.49159e-87,1.36825e-55,1.24494e-160,2.39915e-97,3.08935e-105,1.69491e-122,6.17511e-45,5.11867e-63,1.40246e-122,0,1.32386e-57,1.83777e-55,7.51969e-58
0.0072,1.46227e-27,0,0,0,8.32517e-67,0,2.92351e-61,5.07768e-81,1.47566e-65,1.39143e-34,3.54231e-49,1.16928e-107,7.8541e-169,6.48419e-103,2.99167e-45,1.98734e-107,3.22245e-49,2.23226e-245,2.02951e-105,2.16676e-34,1.76264e-92,6.14731e-98,1.49159e-87,2.914e-55,5.72138e-160,5.10962e-97,1.40129e-104,7.68791e-122,6.17494e-45,2.28069e-62,1.32659e-121,0,2.81951e-57,3.91395e-55,1.60151e-57
0.0073,1.46227e-27,0,0,0,1.72165e-66,0,6.15639e-61,2.20996e-80,3.16477e-65,1.39143e-34,7.45917e-49,1.03582e-106,1.45842e-167,2.87534e-102,2.99167e-45,4.16377e-107,6.78562e-49,4.31843e-244,4.27297e-105,2.16676e-34,3.71168e-92,7.39326e-98,1.49159e-87,6.13617e-55,2.50506e-159,1.07599e-96,6.21397e-104,3.40918e-121,6.17457e-45,1.00288e-61,1.22652e-120,0,5.93738e-57,8.24183e-55,3.3725e-57
0.0074,1.46227e-27,0,0,0,3.58393e-66,0,1.28157e-60,9.57607e-80,6.57051e-65,1.39143e-34,1.55264e-48,9.106e-106,2.66271e-166,1.24596e-101,2.99167e-45,8.65721e-107,1.41244e-48,8.09734e-243,8.89152e-105,2.16676e-34,7.72604e-92,9.96232e-98,1.49159e-87,1.27728e-54,1.08512e-158,2.23987e-96,2.69277e-103,1.47734e-120,6.17381e-45,4.32845e-61,1.10119e-119,0,1.23598e-56,1.71559e-54,7.02048e-57
0.0075,1.46227e-27,0,0,0,7.37345e-66,0,2.63666e-60,4.05333e-79,1.35201e-64,1.39143e-34,3.19381e-48,7.83099e-105,4.7057e-165,5.27341e-101,2.99167e-45,1.78113e-106,2.90542e-48,1.45073e-241,1.82786e-104,2.16676e-34,1.58932e-91,1.5196e-97,1.49159e-87,2.6275e-54,4.59304e-158,4.60822e-96,1.13978e-102,6.25322e-120,6.17227e-45,1.82849e-60,9.56725e-119,0,2.54286e-56,3.52915e-54,1.44437e-56
0.0076,1.46227e-27,0,0,0,1.49873e-65,0,5.36e-60,1.67526e-78,2.74885e-64,1.39143e-34,6.49043e-48,6.53824e-104,7.98251e-164,2.17892e-100,2.99167e-45,3.62207e-106,5.90436e-48,2.47968e-240,3.7099e-104,2.16676e-34,3.23e-91,2.57197e-97,1.49159e-87,5.34001e-54,1.89876e-157,9.36784e-96,4.71021e-102,2.58418e-119,6.16917e-45,7.54796e-60,8.0274e-118,0,5.16932e-56,7.17251e-54,2.93623e-56
0.0077,1.46227e-27,0,0,0,3.01013e-65,0,1.0764e-59,6.75534e-78,5.52006e-64,1.39143e-34,1.30254e-47,5.2782e-103,1.2938e-162,8.7845e-100,2.99167e-45,7.27131e-106,1.18492e-47,4.02926e-239,7.42678e-104,2.16676e-34,6.48301e-91,4.65854e-97,1.49159e-87,1.07184e-53,7.65462e-157,1.88122e-95,1.89955e-101,1.04216e-118,6.16302e-45,3.04145e-59,6.49567e-117,0,1.03811e-55,1.43967e-53,5.89657e-56
0.0078,1.46227e-27,0,0,0,5.97015e-65,0,2.13492e-59,2.65738e-77,1.09482e-63,1.39143e-34,2.58004e-47,4.10995e-102,1.99798e-161,3.45342e-99,2.99167e-45,1.44216e-105,2.34707e-47,6.23443e-238,1.46396e-103,2.16676e-34,1.28447e-90,8.74659e-97,1.49159e-87,2.12376e-53,3.01102e-156,3.73101e-95,7.47221e-101,4.09953e-118,6.15101e-45,1.19524e-58,5.06331e-116,0,2.05897e-55,2.8526e-53,1.16952e-55
0.0079,1.46227e-27,0,0,0,1.16916e-64,0,4.18101e-59,1.01916e-76,2.14402e-63,1.39143e-34,5.03995e-47,3.08154e-101,2.93391e-160,1.32285e-98,2.99167e-45,2.82423e-105,4.58485e-47,9.1684e-237,2.83321e-103,2.16676e-34,2.51035e-90,1.66484e-96,1.49159e-87,4.15117e-53,1.1547e-155,7.30618e-95,2.86563e-100,1.57221e-117,6.12788e-45,4.57662e-58,3.79759e-115,0,4.03227e-55,5.57593e-53,2.29037e-55
0.008,1.46227e-27,0,0,0,2.26015e-64,0,8.083e-59,3.80888e-76,4.14471e-63,1.39143e-34,9.69661e-47,2.22133e-100,4.08949e-159,4.93242e-98,2.99166e-45,5.45965e-105,8.82103e-47,1.28013e-235,5.35617e-103,2.16676e-34,4.83427e-90,3.1716e-96,1.49159e-87,7.99599e-53,4.31484e-155,1.41225e-94,1.07089e-99,5.8755e-117,6.08409e-45,1.70545e-57,2.73692e-114,0,7.79543e-55,1.07408e-52,4.42789e-55
0.0081,1.46227e-27,0,0,0,4.31186e-64,0,1.54223e-58,1.38644e-75,7.9072e-63,1.39142e-34,1.83343e-46,1.53684e-99,5.40061e-158,1.78762e-97,2.99166e-45,1.04158e-104,1.66788e-46,1.69503e-234,9.80662e-103,2.16675e-34,9.15654e-90,6.0052e-96,1.49158e-87,1.51519e-52,1.57019e-154,2.69374e-94,3.89754e-99,2.13848e-116,6.00287e-45,6.17458e-57,1.89204e-113,0,1.48736e-54,2.03548e-52,8.44835e-55
0.0082,1.46226e-27,0,0,0,8.11573e-64,0,2.90336e-58,4.91268e-75,1.48829e-62,1.39142e-34,3.39452e-46,1.0182e-98,6.74138e-157,6.28355e-97,2.99165e-45,1.96045e-104,3.088e-46,2.12564e-233,1.71502e-102,2.16675e-34,1.70072e-89,1.12587e-95,1.49158e-87,2.81662e-52,5.56108e-154,5.06833e-94,1.3807e-98,7.5761e-116,5.85608e-45,2.16638e-56,1.25144e-112,0,2.80006e-54,3.78436e-52,1.59046e-54
0.0083,1.46226e-27,0,0,0,1.50656e-63,0,5.39169e-58,1.69357e-74,2.76279e-62,1.39142e-34,6.11684e-46,6.43886e-98,7.92829e-156,2.1348e-96,2.99164e-45,3.63927e-104,5.5645e-46,2.52056e-232,2.80799e-102,2.16674e-34,3.08229e-89,2.08571e-95,1.49156e-87,5.11236e-52,1.91538e-153,9.40248e-94,4.75756e-98,2.61088e-115,5.60009e-45,7.33612e-56,7.88932e-112,0,5.19981e-54,6.87076e-52,2.95355e-54
0.0084,1.46225e-27,0,0,0,2.75722e-63,0,9.87436e-58,5.67645e-74,5.05637e-62,1.39141e-34,1.06238e-45,3.86723e-97,8.74328e-155,6.97222e-96,2.99162e-45,6.66044e-104,9.66445e-46,2.82045e-231,4.20322e-102,2.16672e-34,5.40722e-89,3.81302e-95,1.49153e-87,8.99226e-52,6.40962e-153,1.71879e-93,1.59331e-97,8.74593e-115,5.17628e-45,2.38252e-55,4.71279e-111,0,9.52284e-54,1.20912e-51,5.40908e-54
0.0085,1.46223e-27,0,0,0,4.97254e-63,0,1.78296e-57,1.84852e-73,9.11913e-62,1.39139e-34,1.7524e-45,2.18946e-96,8.97782e-154,2.17063e-95,2.99158e-45,1.20119e-103,1.59416e-45,2.97e-230,5.6526e-102,2.1667e-34,9.0701e-89,6.87265e-95,1.49148e-87,1.51519e-51,2.08135e-152,3.0934e-93,5.181e-97,2.84512e-114,4.52742e-45,7.34942e-55,2.64428e-110,0,1.71946e-53,2.0392e-51,9.76671e-54
0.0086,1.4622e-27,0,0,0,8.83142e-63,0,3.17333e-57,5.84334e-73,1.61964e-61,1.39136e-34,2.69144e-45,1.15563e-95,8.49581e-153,6.36208e-95,2.99151e-45,2.13338e-103,2.44841e-45,2.9316e-229,6.85231e-102,2.16665e-34,1.43029e-88,1.22023e-94,1.4914e-87,2.40696e-51,6.54676e-152,5.47431e-93,1.6336e-96,8.97733e-114,3.64435e-45,2.12443e-54,1.37642e-109,0,3.06019e-53,3.24466e-51,1.73822e-53
0.0087,1.46214e-27,0,0,0,1.5433e-62,0,5.5656e-57,1.79102e-72,2.83049e-61,1.3913e-34,3.76876e-45,5.60178e-95,7.30596e-152,1.72657e-94,2.9914e-45,3.72818e-103,3.42845e-45,2.69698e-228,7.67986e-102,2.16656e-34,2.0795e-88,2.13203e-94,1.49125e-87,3.5387e-51,1.98964e-151,9.50786e-93,4.98533e-96,2.74304e-113,2.63118e-45,5.66135e-54,6.54524e-109,0,5.36684e-53,4.78418e-51,3.04843e-53
0.0088,1.46204e-27,0,0,0,2.65032e-62,0,9.61661e-57,5.31489e-72,4.86128e-61,1.39121e-34,4.75663e-45,2.45012e-94,5.61333e-151,4.2577e-94,2.9912e-45,6.40265e-103,4.32711e-45,2.29308e-227,8.19654e-102,2.16642e-34,2.74736e-88,3.66112e-94,1.49099e-87,4.74625e-51,5.82055e-151,1.61608e-92,1.46865e-95,8.09762e-113,1.70194e-45,1.37092e-53,2.80146e-108,0,9.27221e-53,6.44993e-51,5.26672e-53
0.0089,1.46188e-27,0,0,0,4.46485e-62,0,1.63655e-56,1.52395e-71,8.19075e-61,1.39106e-34,5.47095e-45,9.51572e-94,3.79056e-150,9.3961e-94,2.99088e-45,1.07868e-102,4.97694e-45,1.78001e-226,8.50608e-102,2.16619e-34,3.30305e-88,6.16767e-94,1.49057e-87,5.80585e-51,1.63016e-150,2.67704e-92,4.16094e-95,2.302e-112,1.02963e-45,3.0033e-53,1.07136e-107,0,1.57767e-52,7.96065e-51,8.96132e-53
0.009,1.46162e-27,0,0,0,7.36009e-62,0,2.74232e-56,4.21053e-71,1.35051e-60,1.39081e-34,5.90946e-45,3.25503e-93,2.22693e-149,1.84677e-93,2.99034e-45,1.77828e-102,5.37585e-45,1.24006e-225,8.68859e-102,2.1658e-34,3.68811e-88,1.01675e-93,1.48988e-87,6.589e-51,4.33711e-150,4.29607e-92,1.12784e-94,6.27336e-112,6.16224e-46,6.019e-53,3.68451e-107,0,2.6429e-52,9.16988e-51,1.5012e-52
0.0091,1.4612e-27,0,0,0,1.18308e-61,0,4.52351e-56,1.11682e-70,2.17157e-60,1.39041e-34,6.16566e-45,9.83184e-93,1.13796e-148,3.25385e-93,2.98948e-45,2.85872e-102,5.60891e-45,7.57953e-225,8.79523e-102,2.16518e-34,3.92783e-88,1.63448e-93,1.48877e-87,7.10749e-51,1.08462e-149,6.62602e-92,2.90434e-94,1.62887e-111,3.73561e-46,1.12847e-52,1.16114e-106,0,4.35752e-52,1.0129e-50,2.47512e-52
0.0092,1.46054e-27,0,0,0,1.84592e-61,0,7.34318e-56,2.83027e-70,3.38973e-60,1.38978e-34,6.31527e-45,2.64525e-92,5.09378e-148,5.19272e-93,2.98812e-45,4.46076e-102,5.74502e-45,3.95512e-224,8.85637e-102,2.16419e-34,4.07022e-88,2.55043e-93,1.48701e-87,7.43118e-51,2.51566e-149,9.7276e-92,7.04439e-94,3.99873e-111,2.30076e-46,2.02632e-52,3.43045e-106,0,7.0686e-52,1.09815e-50,4.01504e-52
0.0093,1.4595e-27,0,0,0,2.77998e-61,0,1.17282e-55,6.8134e-70,5.10769e-60,1.38879e-34,6.40215e-45,6.39142e-92,2.0136e-147,7.56224e-93,2.986e-45,6.71814e-102,5.82405e-45,1.71256e-223,8.88938e-102,2.16265e-34,4.15163e-88,3.84106e-93,1.48429e-87,7.62455e-51,5.33098e-149,1.34601e-91,1.59434e-93,9.20155e-111,1.44012e-46,3.55161e-52,9.69291e-106,0,1.12769e-51,1.1882e-50,6.4054e-52
0.0094,1.45792e-27,0,0,0,4.01657e-61,0,1.84246e-55,1.54834e-69,7.38315e-60,1.38729e-34,6.45076e-45,1.39471e-91,7.07158e-147,1.01013e-92,2.98276e-45,9.70454e-102,5.86827e-45,6.01253e-223,8.90371e-102,2.16031e-34,4.19415e-88,5.54849e-93,1.48012e-87,7.73182e-51,1.01808e-148,1.74316e-91,3.34079e-93,1.96904e-110,9.16298e-47,6.15965e-52,2.65857e-105,0,1.76852e-51,1.29761e-50,1.00454e-51
0.0095,1.45555e-27,0,0,0,5.53643e-61,0,2.84627e-55,3.30255e-69,1.01781e-59,1.38503e-34,6.47452e-45,1.94174e-66,3.04487e-121,1.24677e-92,2.97791e-45,1.33671e-101,5.88989e-45,1.69398e-222,-3.93925e-70,2.15679e-34,4.20988e-88,7.64253e-93,1.4739e-87,7.77958e-51,1.73803e-148,2.112e-91,6.45921e-93,3.89971e-110,5.92743e-47,1.06604e-51,7.14564e-105,0,2.72499e-51,1.4398e-50,1.54783e-51
0.0096,1.45206e-27,0,0,0,7.25391e-61,0,4.32267e-55,6.58668e-69,1.33257e-59,1.38171e-34,6.48042e-45,5.86544e-66,1.26413e-120,1.44018e-92,2.97077e-45,1.74841e-101,5.89526e-45,3.85611e-222,6.33475e-69,2.15163e-34,4.20465e-88,9.9964e-93,1.46479e-87,7.78192e-51,2.65511e-148,2.41281e-91,1.15609e-92,7.15298e-110,3.89903e-47,1.84693e-51,1.88934e-104,0,4.12278e-51,1.62607e-50,2.34178e-51
0.0097,1.44703e-27,0,0,0,9.02873e-61,0,6.45237e-55,1.22752e-68,1.6548e-59,1.37692e-34,6.47155e-45,4.61672e-68,1.75685e-122,1.58246e-92,2.96047e-45,2.16902e-101,5.8872e-45,7.2484e-222,-2.1919e-72,2.14417e-34,4.18025e-88,1.24012e-92,1.45172e-87,7.74446e-51,3.66619e-148,2.63364e-91,1.93292e-92,1.22278e-109,2.60831e-47,3.19599e-51,4.90534e-104,0,6.12029e-51,1.86301e-50,3.4764e-51
0.0098,1.43991e-27,0,0,0,1.07057e-60,0,9.464e-55,2.14365e-68,1.95308e-59,1.37015e-34,6.44846e-45,2.03813e-67,8.10019e-122,1.67916e-92,2.94591e-45,2.55728e-101,5.8662e-45,1.15904e-221,1.70556e-72,2.13363e-34,4.13583e-88,1.46211e-92,1.43338e-87,7.66712e-51,4.64522e-148,2.78323e-91,3.05303e-92,1.96683e-109,1.7746e-47,5.48521e-51,1.24217e-103,0,8.90735e-51,2.14865e-50,5.05948e-51
